id,zipcode,lat,long,School_Name,School_Zipcode,District,School_Type,Distance to School(miles)
2123700100,98118,47.5271,-122.274,Dunlap Elementary School,98118,SEATTLE,School-Elementary,0.1524955
3425059141,98007,47.6029,-122.147,Lake Hills Elementary School,98007,BELLEVUE,School-Elementary,0.15277211
3876600120,98001,47.3375,-122.291,Camelot Elementary School,98001,FEDERAL WAY,School-Elementary,0.36763149
4038000040,98008,47.6131,-122.123,Calvary Luthern,98008,BELLEVUE,School-Elementary,0.12854204
6668900155,98155,47.7497,-122.313,Ridgecrest Elementary School,98155,SHORELINE,School-Elementary,0.21980948
8132700150,98117,47.6883,-122.395,Loyal Heights Elementary School,98117,SEATTLE,School-Elementary,0.30849155
4038800580,98008,47.6141,-122.116,Calvary Luthern,98008,BELLEVUE,School-Elementary,0.29456429
3331001910,98118,47.5503,-122.283,Makkah Islamic School,98118,SEATTLE,School-Elementary,0.17278192
2726079103,98014,47.7035,-121.894,Stillwater Elementary School,98014,RIVERVIEW,School-Elementary,0.75457528
7212651210,98003,47.266,-122.307,Rainier View Elementary School-Federal Way,98003,FEDERAL WAY,School-Elementary,0.68572919
2026059119,98034,47.7206,-122.197,Helen Keller Elementary School,98034,LAKE WASHINGTON,School-Elementary,0.29669517
3330501120,98118,47.5518,-122.279,St. Edward School,98118,SEATTLE,School-Elementary,0.0787374
1250202324,98144,47.5882,-122.29,Thurgood Marshall Elementary School,98144,SEATTLE,School-Elementary,0.49699936
3815500035,98028,47.7623,-122.256,Kenmore Elementary School,98028,NORTHSHORE,School-Elementary,0.60814234
5706600150,98001,47.2666,-122.254,Alpac Elementary School,98047,AUBURN,School-Elementary,0.38295194
8005100540,98022,47.2077,-121.993,Green River College - Enumclaw Campus,98022,ENUMCLAW,School-College or University,0.23334541
293720180,98028,47.7767,-122.239,Kenmore Elementary School,98028,NORTHSHORE,School-Elementary,0.68879224
5101405604,98125,47.7019,-122.311,Sacajawea Elementary School,98115,SEATTLE,School-Elementary,0.28569977
5101405604,98125,47.7019,-122.311,Sacajawea Elementary School,98115,SEATTLE,School-Elementary,0.28569977
2387000110,98004,47.6246,-122.199,Bellevue Christian High School,98004,BELLEVUE,School-High,0.56703391
7238000330,98055,47.437,-122.207,Benson Hill Elementary School,98058,RENTON,School-Elementary,0.93467189
3879901295,98119,47.6264,-122.364,St. Anne School,98119,SEATTLE,School-Elementary,0.42400795
326069131,98077,47.7647,-122.019,Timbercrest Jr High,98077,NORTHSHORE,School-Junior High/Middle,1.49391944
629811340,98074,47.6123,-122.007,Rachel Carson Elementary School,98074,LAKE WASHINGTON,School-Elementary,0.63586598
9808700650,98004,47.6477,-122.216,Emerson K-12,98033,LAKE WASHINGTON,School-Alternative,1.08678958
8964800755,98004,47.6182,-122.215,Sacred Heart School,98004,BELLEVUE,School-Elementary,0.43102684
1126059095,98072,47.7489,-122.123,Hollywood Hill Elementary School,98072,NORTHSHORE,School-Elementary,0.80959919
1899400365,98166,47.4683,-122.348,Seahurst Elementary School,98166,HIGHLINE,School-Elementary,0.33814697
259800410,98008,47.6289,-122.119,Sherwood Forest Elementary School-Bellevue,98008,BELLEVUE,School-Elementary,0.14403169
3523069047,98038,47.4299,-121.998,Tahoma Elementary School,98038,TAHOMA,School-Elementary,1.7328146
6852700476,98102,47.6233,-122.319,Lowell Elementary School,98102,SEATTLE,School-Elementary,0.08363291
424049043,98144,47.5923,-122.301,Thurgood Marshall Elementary School,98144,SEATTLE,School-Elementary,0.10693237
7646900360,98116,47.5705,-122.398,Genesee Hill Elementary School,98116,SEATTLE,School-Elementary,0.34903214
2991000220,98092,47.3287,-122.167,Lea Hill Elementary School,98092,AUBURN,School-Elementary,0.46917445
3034200366,98133,47.7163,-122.333,Northgate Elementary School,98125,SEATTLE,School-Elementary,0.19784036
5127000410,98059,47.4768,-122.155,Maplewood Heights Elementary School,98059,RENTON,School-Elementary,0.53446532
2826079101,98019,47.7125,-121.916,Stillwater Elementary School,98014,RIVERVIEW,School-Elementary,0.87533471
3972900195,98155,47.7652,-122.31,St. Mark Parish School,98155,SHORELINE,School-Elementary,0.34649756
8018600870,98168,47.4935,-122.316,Southern Heights Elementary School,98168,HIGHLINE,School-Elementary,0.58599494
257000038,98168,47.4939,-122.297,Hilltop Elementary School,98168,HIGHLINE,School-Elementary,0.20899647
7981900110,98144,47.5732,-122.305,Captain George W. Kimball Elementary School,98144,SEATTLE,School-Elementary,0.10957043
8965500880,98006,47.5655,-122.114,Cougar Ridge Elementary School,98006,ISSAQUAH,School-Elementary,0.292453
5253300437,98133,47.7522,-122.338,Shoreline Childrens Center,98133,SHORELINE,School-Other Facility,0.10039786
2523069172,98027,47.4453,-121.98,Tahoma Elementary School,98038,TAHOMA,School-Elementary,3.07396453
6388910360,98056,47.5329,-122.173,Hazelwood Elementary School-Newcastle,98056,RENTON,School-Elementary,0.63231252
7326200110,98019,47.7373,-121.966,Cedarcrest High School,98019,RIVERVIEW,School-High,0.63918524
3701900085,98022,47.2021,-121.996,Green River College - Enumclaw Campus,98022,ENUMCLAW,School-College or University,0.23886934
9376301520,98117,47.6859,-122.37,Whittier Elementary School,98117,SEATTLE,School-Elementary,0.21413217
2111000580,98092,47.3344,-122.174,Arthur Jacobsen Elementary School,98092,AUBURN,School-Elementary,0.48169885
8645510230,98058,47.4653,-122.176,Tiffany Park Elementary School,98058,RENTON,School-Elementary,0.1195949
6204410330,98011,47.7341,-122.2,Helen Keller Elementary School,98034,LAKE WASHINGTON,School-Elementary,0.67086087
8159300040,98198,47.4005,-122.312,Mount Rainier High School,98198,HIGHLINE,School-High,0.21820556
8091410530,98030,47.3511,-122.169,Auburn Mountainview High School,98092,AUBURN,School-High,0.64271832
8653600100,98074,47.6142,-122.065,Margaret Mead Elementary School,98074,LAKE WASHINGTON,School-Elementary,0.96244187
9550202730,98105,47.6684,-122.323,F.A. McDonald International Elementary School,98105,SEATTLE,School-Alternative,0.16758934
8651410740,98042,47.3677,-122.078,Cedar Valley Elementary School,98042,KENT,School-Elementary,0.41229769
225039177,98117,47.6886,-122.388,Loyal Heights Elementary School,98117,SEATTLE,School-Elementary,0.15972485
6082400191,98168,47.4839,-122.302,Cascade View Elementary School-Tukwila,98168,TUKWILA,School-Elementary,0.48205822
3622069095,98010,47.3534,-121.992,Summit Trail Middle School,98051,TAHOMA,School-Junior High/Middle,1.39295794
6666860210,98031,47.4202,-122.204,Springbrook Elementary School,98031,KENT,School-Elementary,0.21906324
8161000230,98014,47.6454,-121.902,Riverview Learning Center,98014,RIVERVIEW,School-Alternative,0.55364709
7214820610,98072,47.7572,-122.147,Chrysalis School,98072,NORTHSHORE,School-K-12,0.17446994
434000040,98115,47.6774,-122.284,Concordia Lutheran School,98115,SEATTLE,School-Elementary,0.32007737
8914200220,98003,47.334,-122.332,St. Vincent De Paul School,98003,FEDERAL WAY,School-Elementary,0.57751375
6072760210,98006,47.5623,-122.175,Newport High School,98006,BELLEVUE,School-High,0.40258162
9485950040,98042,47.347,-122.087,Grass Lake Elementary School,98042,KENT,School-Elementary,0.16450575
4027700456,98155,47.7717,-122.27,Kenmore Jr High School,98028,NORTHSHORE,School-Junior High/Middle,0.80458691
1023059365,98059,47.4996,-122.146,Hazen High School,98059,RENTON,School-High,0.32790156
8944600620,98007,47.6092,-122.146,Sammamish High School,98005,BELLEVUE,School-High,0.29820796
2997800090,98116,47.5767,-122.408,Alki Elementary School,98116,SEATTLE,School-Elementary,0.03146273
2787700150,98059,47.5067,-122.16,Hazen High School,98059,RENTON,School-High,0.49986925
4055701110,98034,47.7074,-122.246,Carl Sandburg Elementary School,98034,LAKE WASHINGTON,School-Elementary,0.93226592
2517000790,98042,47.3986,-122.163,Sunrise Elementary School-Kent,98042,KENT,School-Elementary,0.28835247
2125059124,98005,47.6456,-122.173,Cherry Crest Elementary School,98005,BELLEVUE,School-Elementary,0.3621672
7284900405,98177,47.7704,-122.386,Syre Elementary School,98177,SHORELINE,School-Elementary,0.62516412
3937900120,98108,47.5691,-122.292,John Muir Elementary School-Seattle,98144,SEATTLE,School-Elementary,0.29311498
200520120,98011,47.738,-122.221,Inglemoor High School,98028,NORTHSHORE,School-High,0.20015438
7203220360,98053,47.6843,-122.016,Ella Baker Elementary School,98053,LAKE WASHINGTON,School-Elementary,0.23185289
3425059219,98005,47.6077,-122.158,Sammamish High School,98005,BELLEVUE,School-High,0.27070649
5469502170,98042,47.3818,-122.165,Martin Sortun Elementary School,98030,KENT,School-Elementary,0.36857245
6303401395,98146,47.5033,-122.359,West Seattle Montessori School & Academy,98146,HIGHLINE,School-Elementary,0.23205134
8822901301,98125,47.7162,-122.293,Jane Addams Middle School,98125,SEATTLE,School-Junior High/Middle,0.4371525
6730700385,98024,47.5661,-121.887,Fall City Elementary School,98024,SNOQUALMIE VALLEY,School-Elementary,0.48724498
4396000530,98038,47.398,-121.964,Summit Trail Middle School,98051,TAHOMA,School-Junior High/Middle,2.42759585
4077800590,98125,47.7107,-122.289,Jane Addams Middle School,98125,SEATTLE,School-Junior High/Middle,0.18384117
2461900845,98136,47.5517,-122.385,Fairmount Park Elementary School,98126,SEATTLE,School-Elementary,0.23242832
5366200330,98122,47.6088,-122.293,Madrona K-8 School,98122,SEATTLE,School-Elementary,0.25695146
6899990230,98011,47.7525,-122.205,University of Washington-Bothell,98011,NORTHSHORE,School-College or University,0.80285668
7950700120,98092,47.3231,-122.103,Lake View Elementary School,98092,AUBURN,School-Elementary,1.00902345
7852090180,98065,47.536,-121.877,Cascade View Elementary School-Snoqualmie,98065,SNOQUALMIE VALLEY,School-Elementary,0.24795315
3066410850,98074,47.6295,-122.042,Margaret Mead Elementary School,98074,LAKE WASHINGTON,School-Elementary,0.58183319
2422059015,98042,47.3752,-122.11,Crestwood Elementary School,98042,KENT,School-Elementary,0.30383394
7436500360,98033,47.6723,-122.169,Rose Hill Elementary School,98033,LAKE WASHINGTON,School-Elementary,0.2746148
1795900120,98052,47.7268,-122.105,Sunrise Elementary School-Northshore,98052,NORTHSHORE,School-Elementary,0.16893354
8656300385,98014,47.656,-121.913,Carnation School,98014,RIVERVIEW,School-Elementary,0.32044487
6649250410,98001,47.3337,-122.26,Meredith Hill Elementary School,98001,FEDERAL WAY,School-Elementary,0.06448252
1426049054,98028,47.7413,-122.259,Arrowhead Elementary School,98028,NORTHSHORE,School-Elementary,0.44838943
7841300535,98055,47.4749,-122.213,St. Anthony Elementary School,98057,RENTON,School-Elementary,0.24229575
2867700035,98133,47.7556,-122.356,St. Luke School,98133,SHORELINE,School-Elementary,0.13396783
2658000215,98118,47.5298,-122.271,South Lake High School,98118,SEATTLE,School-High,0.28455569
7100000120,98146,47.5075,-122.378,Arbor Heights Elementary School,98146,SEATTLE,School-Elementary,0.15295734
200300210,98028,47.7372,-122.223,Inglemoor High School,98028,NORTHSHORE,School-High,0.23740354
1868903130,98115,47.6754,-122.294,Assumption St. Bridget School,98115,SEATTLE,School-Elementary,0.06364946
7385310040,98007,47.6218,-122.152,Stevenson Elementary School,98007,BELLEVUE,School-Elementary,0.27892759
5104510210,98038,47.3575,-122.016,Tahoma High School,98038,TAHOMA,School-High,0.60105978
9517200180,98072,47.7587,-122.144,Chrysalis School,98072,NORTHSHORE,School-K-12,0.34094172
1725079061,98014,47.654,-121.94,Carnation School,98014,RIVERVIEW,School-Elementary,1.35199333
2141310820,98006,47.559,-122.136,Hillside Student Community School,98006,ISSAQUAH,School-Junior High/Middle,0.46745035
2902200234,98102,47.637,-122.327,Bertschi School,98102,SEATTLE,School-Elementary,0.34870606
1443500395,98118,47.5329,-122.271,South Lake High School,98118,SEATTLE,School-High,0.4982328
2391601010,98116,47.564,-122.398,Genesee Hill Elementary School,98116,SEATTLE,School-Elementary,0.1152453
7129303970,98118,47.5179,-122.264,Emerson Elementary School,98118,SEATTLE,School-Elementary,0.32835395
567000025,98144,47.5953,-122.294,Seattle Girls School,98144,SEATTLE,School-Junior High/Middle,0.32462681
2493200195,98136,47.5274,-122.384,Northwest Montessori - West Seattle,98126,SEATTLE,School-Elementary,0.69787649
8562901250,98074,47.6086,-122.059,Creekside Elementary School,98075,ISSAQUAH,School-Elementary,0.98344918
2600020330,98006,47.5581,-122.156,Forest Ridge School of the Sacred Heart,98006,BELLEVUE,School-High,0.06814935
1370801520,98199,47.6417,-122.411,Catharine Blaine K-8 School,98199,SEATTLE,School-Elementary,0.49954527
5589900761,98155,47.7505,-122.312,Ridgecrest Elementary School,98155,SHORELINE,School-Elementary,0.27904896
3601800580,98032,47.381,-122.299,Parkside Elementary School,98198,HIGHLINE,School-Elementary,0.31761639
3336000296,98118,47.5292,-122.269,South Lake High School,98118,SEATTLE,School-High,0.25901016
1525059020,98005,47.6495,-122.164,Cherry Crest Elementary School,98005,BELLEVUE,School-Elementary,0.77495435
6150200330,98133,47.7284,-122.336,Edward S. Ingraham High School,98133,SEATTLE,School-High,0.17368379
4136950180,98092,47.2621,-122.221,Ilalko Elementary School,98092,AUBURN,School-Elementary,0.33001727
259600790,98008,47.6334,-122.12,Sherwood Forest Elementary School-Bellevue,98008,BELLEVUE,School-Elementary,0.19751274
2770604925,98119,47.6542,-122.373,Seattle Pacific University,98119,SEATTLE,School-College or University,0.57580383
6902000100,98074,47.6525,-122.087,Lake Washington Institute of Technology Redmond Campus,98052,LAKE WASHINGTON,School-College or University,1.20923439
3275850180,98052,47.6909,-122.104,Redmond High School,98052,LAKE WASHINGTON,School-High,0.29916469
4154300296,98118,47.5611,-122.28,Hawthorne Elementary School,98118,SEATTLE,School-Elementary,0.36700291
4154300296,98118,47.5611,-122.28,Hawthorne Elementary School,98118,SEATTLE,School-Elementary,0.36700291
3888100043,98033,47.6874,-122.168,Mark Twain Elementary School-Lake Washington,98033,LAKE WASHINGTON,School-Elementary,0.06762979
8165501510,98106,47.5394,-122.368,West Seattle Elementary School,98126,SEATTLE,School-Elementary,0.30371862
5152700120,98003,47.3391,-122.325,Nautilus K-8 School,98003,FEDERAL WAY,School-Elementary,0.23732513
1962200475,98102,47.6476,-122.32,TOPS K-8 School (The Option Program at Seward),98102,SEATTLE,School-Alternative,0.41477604
272000355,98144,47.5873,-122.299,Thurgood Marshall Elementary School,98144,SEATTLE,School-Elementary,0.25532498
5113400113,98119,47.6442,-122.372,Frantz H. Coe Elementary School,98119,SEATTLE,School-Elementary,0.39170197
6669010120,98032,47.3715,-122.285,Totem MIddle School,98032,FEDERAL WAY,School-Junior High/Middle,0.61761318
7170200110,98115,47.6803,-122.291,Concordia Lutheran School,98115,SEATTLE,School-Elementary,0.08942838
2113700025,98106,47.5313,-122.351,Highland Park Elementary School,98106,SEATTLE,School-Elementary,0.43264226
7197000100,98052,47.6883,-122.111,Horace Mann Elementary School,98052,LAKE WASHINGTON,School-Elementary,0.25766681
7577700061,98116,47.5705,-122.384,James Madison Middle School,98116,SEATTLE,School-Junior High/Middle,0.33929725
1862400215,98117,47.6974,-122.369,Whitman Middle School,98117,SEATTLE,School-Junior High/Middle,0.40281261
3726800201,98144,47.5721,-122.309,Captain George W. Kimball Elementary School,98144,SEATTLE,School-Elementary,0.30988323
13002460,98108,47.5211,-122.33,Concord International Elementary School,98108,SEATTLE,School-Elementary,0.30242732
5151200215,98177,47.7294,-122.358,Broadview-Thomson K-8 School,98133,SEATTLE,School-Elementary,0.36717881
8731983200,98023,47.3161,-122.382,Twin Lakes Elementary School,98023,FEDERAL WAY,School-Elementary,0.29277212
5309101395,98117,47.6772,-122.369,Ballard High School,98117,SEATTLE,School-High,0.30189656
4364700945,98126,47.5261,-122.376,Chief Sealth International High School,98126,SEATTLE,School-High,0.49673199
395300330,98034,47.7254,-122.227,Henry David Thoreau Elementary School,98034,LAKE WASHINGTON,School-Elementary,0.18847091
3295730040,98033,47.6952,-122.187,Alexander Graham Bell Elementary School,98033,LAKE WASHINGTON,School-Elementary,0.4850941
7937600395,98058,47.4358,-122.085,Northwood Middle School,98058,KENT,School-Junior High/Middle,1.36067362
1236300146,98033,47.6889,-122.187,Peter Kirk Elementary School,98033,LAKE WASHINGTON,School-Elementary,0.46091878
8024200625,98115,47.6988,-122.316,Olympic View Elementary School-Seattle,98115,SEATTLE,School-Elementary,0.24819871
7340600845,98168,47.4871,-122.281,Cascade View Elementary School-Tukwila,98168,TUKWILA,School-Elementary,0.65544944
898000220,98022,47.2025,-121.999,Green River College - Enumclaw Campus,98022,ENUMCLAW,School-College or University,0.34646116
2212600100,98092,47.3382,-122.196,Hazelwood Elementary School-Auburn,98092,AUBURN,School-Elementary,0.85450113
6412100092,98125,47.7162,-122.324,Northgate Elementary School,98125,SEATTLE,School-Elementary,0.26579978
8835350300,98072,47.7703,-122.165,Woodinville High School,98072,NORTHSHORE,School-High,0.14189632
2586800210,98146,47.5031,-122.348,Cascade Middle School-Highline,98146,HIGHLINE,School-Junior High/Middle,0.09171595
2044500201,98125,47.7156,-122.317,Hazel Wolf K-8 School,98125,SEATTLE,School-Alternative,0.18478358
6450303950,98133,47.7308,-122.34,Edward S. Ingraham High School,98133,SEATTLE,School-High,0.32955692
3013300409,98136,47.5299,-122.387,Northwest Montessori - West Seattle,98126,SEATTLE,School-Elementary,0.65784959
1934800087,98122,47.6039,-122.307,James A. Garfield High School,98122,SEATTLE,School-High,0.25563609
1125049140,98105,47.6718,-122.256,Sand Point Elementary School,98115,SEATTLE,School-Elementary,0.34701989
2025700180,98038,47.3484,-122.037,Glacier Park Elementary School,98038,TAHOMA,School-Elementary,0.57895532
8024201055,98115,47.6978,-122.314,Sacajawea Elementary School,98115,SEATTLE,School-Elementary,0.29994403
2426059097,98072,47.7285,-122.112,Sunrise Elementary School-Northshore,98052,NORTHSHORE,School-Elementary,0.17819605
9829200855,98122,47.6025,-122.286,Leschi Elementary School,98122,SEATTLE,School-Elementary,0.2723828
1864940180,98001,47.2649,-122.292,Rainier View Elementary School-Federal Way,98003,FEDERAL WAY,School-Elementary,0.44217673
1023089085,98045,47.4991,-121.774,North Bend Elementary School,98045,SNOQUALMIE VALLEY,School-Elementary,0.42659296
4399200100,98002,47.3191,-122.213,Green River Montessori School,98002,AUBURN,School-Elementary,0.21654597
1087500040,98033,47.6647,-122.177,Benjamin Franklin Elementary School,98033,LAKE WASHINGTON,School-Elementary,0.24647441
1972201965,98103,47.6534,-122.346,B.F. Day Elementary School,98103,SEATTLE,School-Elementary,0.1701233
272000085,98144,47.5873,-122.299,Thurgood Marshall Elementary School,98144,SEATTLE,School-Elementary,0.25532498
7129302806,98118,47.5169,-122.255,Emerson Elementary School,98118,SEATTLE,School-Elementary,0.2221734
4389201021,98004,47.6169,-122.212,Sacred Heart School,98004,BELLEVUE,School-Elementary,0.5013726
6751300385,98007,47.5875,-122.134,Big Picture School,98007,BELLEVUE,School-Alternative,0.45922304
723049274,98146,47.5016,-122.348,Cascade Middle School-Highline,98146,HIGHLINE,School-Junior High/Middle,0.08685481
2767602094,98107,47.674,-122.377,St. Alphonsus School,98107,SEATTLE,School-Elementary,0.18857752
8635760330,98074,47.6018,-122.021,Eastside Catholic High School,98074,LAKE WASHINGTON,School-High,0.4463884
3905010100,98029,47.5771,-121.994,Challenger Elementary School,98029,ISSAQUAH,School-Elementary,0.46565612
2493200215,98136,47.5271,-122.384,Northwest Montessori - West Seattle,98126,SEATTLE,School-Elementary,0.71561321
8691390530,98075,47.5997,-121.973,Cascade Ridge Elementary School,98075,ISSAQUAH,School-Elementary,0.58460986
4319200620,98126,47.5365,-122.378,Northwest Montessori - West Seattle,98126,SEATTLE,School-Elementary,0.08901287
424069096,98075,47.5926,-122.047,Discovery Elementary School,98075,ISSAQUAH,School-Elementary,0.65533891
8121200820,98052,47.7206,-122.11,Sunrise Elementary School-Northshore,98052,NORTHSHORE,School-Elementary,0.47648818
8682231110,98053,47.7108,-122.031,Laura Ingalls Wilder Elementary School,98077,LAKE WASHINGTON,School-Elementary,0.78274883
2767602645,98107,47.6736,-122.39,Adams Elementary School,98107,SEATTLE,School-Elementary,0.09891749
7131300035,98118,47.5165,-122.268,Emerson Elementary School,98118,SEATTLE,School-Elementary,0.45238537
2595650100,98001,47.3537,-122.274,Valhalla Elementary School,98001,FEDERAL WAY,School-Elementary,0.40274743
2616700450,98001,47.3304,-122.277,Kilo Middle School,98001,FEDERAL WAY,School-Junior High/Middle,0.25278691
2520900301,98178,47.5071,-122.255,Amazing Grace Christian School,98178,SEATTLE,School-Elementary,0.34202285
1473200150,98133,47.7326,-122.343,Edward S. Ingraham High School,98133,SEATTLE,School-High,0.49878772
1726600150,98005,47.6381,-122.166,Cherry Crest Elementary School,98005,BELLEVUE,School-Elementary,0.3913745
984210590,98058,47.4371,-122.166,Carriage Crest Elementary School,98058,KENT,School-Elementary,0.42061454
2895110062,98032,47.3755,-122.278,Sunnycrest Elementary School,98032,FEDERAL WAY,School-Elementary,0.39861164
2061100265,98115,47.6893,-122.325,St. Catherine of Siena Parish School,98115,SEATTLE,School-Elementary,0.25351777
9169600110,98136,47.5282,-122.391,Gatewood Elementary School,98136,SEATTLE,School-Elementary,0.8389621
1250200600,98144,47.5986,-122.298,Seattle Girls School,98144,SEATTLE,School-Junior High/Middle,0.07860012
7550800915,98107,47.6742,-122.396,Adams Elementary School,98107,SEATTLE,School-Elementary,0.18702544
7855200120,98006,47.5627,-122.156,Somerset Elementary School,98006,BELLEVUE,School-Elementary,0.19722253
2800031,98168,47.4783,-122.265,Showalter Middle School,98168,TUKWILA,School-Junior High/Middle,0.52324717
2306400040,98103,47.6587,-122.344,Cascadia Elementary School,98103,SEATTLE,School-Alternative,0.20892074
5035300834,98199,47.6534,-122.415,Our Lady of Fatima Parish School,98199,SEATTLE,School-Elementary,0.82016796
9542300530,98005,47.5973,-122.177,Woodridge Elementary School,98005,BELLEVUE,School-Elementary,0.41541844
9191201250,98105,47.6691,-122.299,William Cullen Bryant Elementary School,98115,SEATTLE,School-Elementary,0.36571688
7950300775,98118,47.5677,-122.285,Hawthorne Elementary School,98118,SEATTLE,School-Elementary,0.14481729
2934800025,98166,47.4544,-122.357,Gregory Heights Elementary School,98166,HIGHLINE,School-Elementary,0.26190579
7855400330,98006,47.5667,-122.155,Somerset Elementary School,98006,BELLEVUE,School-Elementary,0.3005839
259600330,98008,47.6316,-122.121,Sherwood Forest Elementary School-Bellevue,98008,BELLEVUE,School-Elementary,0.07020523
3723800409,98118,47.5516,-122.263,Graham Hill Elementary School,98118,SEATTLE,School-Elementary,0.47695873
5191100180,98112,47.6242,-122.306,St. Joseph School,98112,SEATTLE,School-Elementary,0.13800685
257000057,98168,47.4931,-122.298,Hilltop Elementary School,98168,HIGHLINE,School-Elementary,0.15010229
1771100330,98077,47.758,-122.071,Bear Creek Elementary School,98077,NORTHSHORE,School-Elementary,0.43903724
1782500035,98126,47.5274,-122.379,Chief Sealth International High School,98126,SEATTLE,School-High,0.60679238
7104100065,98136,47.5501,-122.393,Fairmount Park Elementary School,98126,SEATTLE,School-Elementary,0.6216753
200500610,98011,47.7387,-122.217,Inglemoor High School,98028,NORTHSHORE,School-High,0.30059741
7199320600,98052,47.6939,-122.126,Redmond Middle School,98052,LAKE WASHINGTON,School-Junior High/Middle,0.32646206
3322049201,98003,47.345,-122.296,Holy Innocents School of the Northwest,98003,FEDERAL WAY,School-K-12,0.66679945
5153200100,98023,47.3357,-122.351,Adelaide Elementary School,98023,FEDERAL WAY,School-Elementary,0.5301909
726059349,98011,47.7603,-122.215,Bothell High School,98011,NORTHSHORE,School-High,0.18135147
8833510230,98028,47.7678,-122.254,Kenmore Elementary School,98028,NORTHSHORE,School-Elementary,0.38147153
7298000090,98023,47.3036,-122.34,Silver Lake Elementary School,98023,FEDERAL WAY,School-Elementary,0.73040975
3885804225,98033,47.6857,-122.208,Kirkland Middle School,98033,LAKE WASHINGTON,School-Junior High/Middle,0.44202875
2558600100,98034,47.7239,-122.173,Kamiakin Middle School,98034,LAKE WASHINGTON,School-Junior High/Middle,0.44221381
7697920450,98030,47.367,-122.181,Millennium Elementary School,98030,KENT,School-Elementary,0.55864894
8899200110,98055,47.4529,-122.207,Talbot Hill Elementary School,98055,RENTON,School-Elementary,0.42720915
3992700775,98125,47.712,-122.281,John Rogers Elementary School,98125,SEATTLE,School-Elementary,0.37877585
6384500035,98116,47.5697,-122.4,Genesee Hill Elementary School,98116,SEATTLE,School-Elementary,0.32431989
2787700210,98059,47.5071,-122.16,Hazen High School,98059,RENTON,School-High,0.51951866
2524049018,98040,47.5364,-122.239,Islander Middle School,98040,MERCER ISLAND,School-Junior High/Middle,0.50610738
7569450090,98042,47.3687,-122.126,Kentwood High School,98042,KENT,School-High,0.32629149
123039570,98146,47.5033,-122.372,Shorewood Elementary School,98146,HIGHLINE,School-Elementary,0.36679041
6071300090,98006,47.5538,-122.176,Newport Heights Elementary School,98006,BELLEVUE,School-Elementary,0.24548672
4221250100,98075,47.5893,-122.019,Discovery Elementary School,98075,ISSAQUAH,School-Elementary,0.69273757
8730000210,98133,47.7055,-122.342,North Seattle College,98103,SEATTLE,School-College or University,0.60659439
4178600100,98011,47.744,-122.194,Cedar Park Christian School,98011,NORTHSHORE,School-K-12,0.28141446
9476200485,98056,47.4894,-122.188,Highlands Elementary School,98056,RENTON,School-Elementary,0.49666835
3205400230,98034,47.7225,-122.179,Robert Frost Elementary School,98034,LAKE WASHINGTON,School-Elementary,0.25992554
9307300100,98107,47.6689,-122.367,West Woodland Elementary School,98107,SEATTLE,School-Elementary,0.23854404
2770600930,98199,47.644,-122.385,Our Lady of Fatima Parish School,98199,SEATTLE,School-Elementary,0.72037203
2817900180,98092,47.3097,-122.099,Lake View Elementary School,98092,AUBURN,School-Elementary,1.18973843
7504001340,98074,47.6286,-122.053,Margaret Mead Elementary School,98074,LAKE WASHINGTON,School-Elementary,0.20707916
3121500330,98053,47.673,-122.03,Rosa Parks Elementary School,98053,LAKE WASHINGTON,School-Elementary,0.8587512
1099760230,98023,47.3037,-122.375,Brigadoon Elementary School,98023,FEDERAL WAY,School-Elementary,0.3030034
3904920600,98029,47.5688,-122.014,Pacific Cascade Middle School,98029,ISSAQUAH,School-Junior High/Middle,0.66048041
7504100590,98074,47.6313,-122.045,Margaret Mead Elementary School,98074,LAKE WASHINGTON,School-Elementary,0.54406583
1725079025,98014,47.6527,-121.949,Carnation School,98014,RIVERVIEW,School-Elementary,1.7621924
9406540150,98038,47.3766,-122.027,Rock Creek Elementary School,98038,TAHOMA,School-Elementary,0.4168424
6163900032,98155,47.7606,-122.32,St. Mark Parish School,98155,SHORELINE,School-Elementary,0.28649365
844000180,98010,47.3124,-122.003,Black Diamond Elementary School,98010,ENUMCLAW,School-Elementary,0.19947457
7229800175,98059,47.4739,-122.114,Maywood Middle School,98059,ISSAQUAH,School-Junior High/Middle,0.17526246
325059086,98052,47.6832,-122.164,Mark Twain Elementary School-Lake Washington,98033,LAKE WASHINGTON,School-Elementary,0.35135199
4310701565,98103,47.698,-122.34,Robert Eagle Staff Middle School,98103,SEATTLE,School-Junior High/Middle,0.20086053
2524049257,98040,47.5453,-122.234,Islander Middle School,98040,MERCER ISLAND,School-Junior High/Middle,0.58785859
1226059161,98072,47.7511,-122.111,Leota Jr High School,98072,NORTHSHORE,School-Junior High/Middle,1.16172514
7212660900,98003,47.2672,-122.313,Todd Beamer High School,98003,FEDERAL WAY,School-High,0.71092106
6147650300,98042,47.3833,-122.1,Maple View Middle School,98042,TAHOMA,School-Junior High/Middle,0.34544552
8945300090,98023,47.306,-122.37,Olympic View Elementary School-Federal Way,98023,FEDERAL WAY,School-Elementary,0.27459116
7452500365,98126,47.52,-122.374,Roxhill Elementary School,98126,SEATTLE,School-Elementary,0.22514822
3629960600,98029,47.5476,-122.005,Grand Ridge Elementary School,98029,ISSAQUAH,School-Elementary,0.05602555
